customer_id,item_id,quantity
C56,I4,18
C57,I1,15
C57,I2,19
C57,I3,17
C57,I4,20
C58,I1,17
C58,I2,10
C58,I3,13
C58,I4,14
C59,I1,18
C59,I2,12
C59,I3,14
C59,I4,17
C60,I1,17
C60,I2,11
C60,I3,10
C60,I4,20
C61,I1,19
C61,I2,13
C61,I3,12
C61,I4,14
C62,I1,18
C62,I2,10
C62,I3,18
C62,I4,16
C63,I1,11
C63,I2,13
C63,I3,11
C63,I4,17
C64,I1,11
C64,I2,20
C64,I3,12
C64,I4,17
C65,I1,14
C65,I2,18
C65,I3,14
C65,I4,16
C66,I1,17
C66,I2,17
C66,I3,13
C66,I4,17
C67,I1,18
C67,I2,12
C67,I3,16
C67,I4,13
C68,I1,19
C68,I2,18
C68,I3,12
C68,I4,11
C69,I1,14
C69,I2,16
C69,I3,15
C69,I4,18
C70,I1,14
C70,I2,10
C70,I3,14
C70,I4,14
C71,I1,19
C71,I2,19
C71,I3,20
C71,I4,17
C72,I1,12
C72,I2,17
C72,I3,18
C72,I4,17
C73,I1,15
C73,I2,15
C73,I3,18
C73,I4,18
C74,I1,16
C74,I2,17
C74,I3,15
C74,I4,13
C75,I1,13
C75,I2,19
C75,I3,16
C75,I4,13
C76,I1,16
C76,I2,10
C76,I3,15
C76,I4,17
C77,I1,16
C77,I2,16
C77,I3,20
C77,I4,20
C78,I1,12
C78,I2,17
C78,I3,10
C78,I4,12
C79,I1,18
C79,I2,19
C79,I3,15
C79,I4,11
C80,I1,17
C80,I2,11
C80,I3,18
C80,I4,17
C81,I1,10
C81,I2,12
C81,I3,16
C81,I4,20
C82,I1,12
C82,I2,11
C82,I3,17
C82,I4,14
C83,I1,15
C83,I2,19
C83,I3,16
C83,I4,20
C84,I1,11
C84,I2,15
C84,I3,20
C84,I4,18
C85,I1,16
C85,I2,15
C85,I3,20
C85,I4,17
C86,I1,18
C86,I2,10
C86,I3,19
C86,I4,11
C87,I1,13
C87,I2,20
C87,I3,20
C87,I4,14
C88,I1,13
C88,I2,11
C88,I3,16
C88,I4,11
C89,I1,20
C89,I2,11
C89,I3,17
C89,I4,12
C90,I1,14
C90,I2,10
C90,I3,10
C90,I4,15
C91,I1,10
C91,I2,14
C91,I3,15
C91,I4,15
C92,I1,16
C92,I2,12
C92,I3,13
C92,I4,18
C93,I1,16
C93,I2,19
C93,I3,20
C93,I4,12
C94,I1,12
C94,I2,12
C94,I3,11
C94,I4,19
C95,I1,16
C95,I2,19
C95,I3,20
C95,I4,13
C96,I1,17
C96,I2,19
C96,I3,12
C96,I4,13
C97,I1,17
C97,I2,20
C97,I3,14
C97,I4,17
C98,I1,14
C98,I2,20
C98,I3,10
C98,I4,17
C99,I1,14
C99,I2,20
C99,I3,18
C99,I4,12
C100,I1,11
C100,I2,17
C100,I3,15
C100,I4,19
C101,I1,14
C101,I2,20
C101,I3,16
C101,I4,14
C102,I1,17
C102,I2,14
C102,I3,13
C102,I4,16
C103,I1,17
C103,I2,11
C103,I3,13
C103,I4,16
C104,I1,19
C104,I2,15
C104,I3,19
C104,I4,14
C105,I1,14
C105,I2,10
C105,I3,20
C105,I4,16
C106,I1,14
C106,I2,10
C106,I3,19
C106,I4,20
C107,I1,10
C107,I2,19
C107,I3,17
C107,I4,14
C108,I1,13
C108,I2,19
C108,I3,15
C108,I4,13
C109,I1,20
C109,I2,13
C109,I3,19
C109,I4,14
C110,I1,20
C110,I2,20
C110,I3,20
C110,I4,12
C111,I1,20
C111,I2,11
C111,I3,20
C111,I4,20
C112,I1,10
C112,I2,14
C112,I3,17
C112,I4,10
C113,I1,19
C113,I2,15
C113,I3,12
C113,I4,11
C114,I1,14
C114,I2,15
C114,I3,16
C114,I4,12
C115,I1,13
C115,I2,12
C115,I3,18
C115,I4,15
C116,I1,18
C116,I2,18
C116,I3,14
C116,I4,12
C117,I1,14
C117,I2,17
C117,I3,14
C117,I4,15
C118,I1,11
C118,I2,17
C118,I3,11
C118,I4,12
C119,I1,13
C119,I2,20
C119,I3,20
C119,I4,16
C120,I1,18
C120,I2,15
C120,I3,11
C120,I4,16
C121,I1,10
C121,I2,14
C121,I3,18
C121,I4,11
C122,I1,17
C122,I2,15
C122,I3,20
C122,I4,20
C123,I1,14
C123,I2,19
C123,I3,16
C123,I4,20
C124,I1,15
C124,I2,11
C124,I3,20
C124,I4,13
C125,I1,17
C125,I2,10
C125,I3,19
C125,I4,18
C126,I1,15
C126,I2,19
C126,I3,13
C126,I4,20
C127,I1,11
C127,I2,20
C127,I3,17
C127,I4,14
C128,I1,20
C128,I2,16
C128,I3,11
C128,I4,12
C129,I1,10
C129,I2,10
C129,I3,14
C129,I4,17
C130,I1,11
C130,I2,11
C130,I3,13
C130,I4,18
C131,I1,12
C131,I2,16
C131,I3,17
C131,I4,15
C132,I1,20
C132,I2,18
C132,I3,16
C132,I4,19
C133,I1,12
C133,I2,16
C133,I3,20
C133,I4,11
C134,I1,17
C134,I2,19
C134,I3,16
C134,I4,14
C135,I1,10
C135,I2,15
C135,I3,13
C135,I4,17
C136,I1,17
C136,I2,13
C136,I3,15
C136,I4,11
C137,I1,20
C137,I2,15
C137,I3,18
C137,I4,20
C138,I1,15
C138,I2,10
C138,I3,16
C138,I4,14
C139,I1,13
C139,I2,11
C139,I3,17
C139,I4,11
C140,I1,20
C140,I2,13
C140,I3,20
C140,I4,20
C141,I1,19
C141,I2,10
C141,I3,10
C141,I4,15
C142,I1,13
C142,I2,12
C142,I3,19
C142,I4,13
C143,I1,11
C143,I2,18
C143,I3,13
C143,I4,19
C144,I1,13
C144,I2,13
C144,I3,15
C144,I4,12
C145,I1,19
C145,I2,10
C145,I3,14
C145,I4,12
C146,I1,12
C146,I2,18
C146,I3,14
C146,I4,12
C147,I1,11
C147,I2,20
C147,I3,10
C147,I4,12
C148,I1,10
C148,I2,15
C148,I3,13
C148,I4,19
C149,I1,15
C149,I2,10
C149,I3,12
C149,I4,14
C150,I1,10
C150,I2,12
C150,I3,16
C150,I4,18
C151,I1,11
C151,I2,11
C151,I3,17
C151,I4,17
C152,I1,15
C152,I2,18
C152,I3,19
C152,I4,11
C153,I1,17
C153,I2,18
C153,I3,13
C153,I4,19
C154,I1,10
C154,I2,20
C154,I3,18
C154,I4,14
C155,I1,17
C155,I2,20
C155,I3,10
C155,I4,10
C156,I1,17
C156,I2,16
C156,I3,16
C156,I4,20
C157,I1,11
C157,I2,17
C157,I3,17
C157,I4,11
C158,I1,11
C158,I2,15
C158,I3,19
C158,I4,12
C159,I1,11
C159,I2,12
C159,I3,14
C159,I4,19
C160,I1,20
C160,I2,19
C160,I3,18
C160,I4,15
C161,I1,16
C161,I2,19
C161,I3,18
C161,I4,14
C162,I1,17
C162,I2,18
C162,I3,19
C162,I4,16
C163,I1,11
C163,I2,11
C163,I3,20
C163,I4,20
C164,I1,18
C164,I2,13
C164,I3,16
C164,I4,17
C165,I1,13
C165,I2,16
C165,I3,15
C165,I4,17
C166,I1,16
C166,I2,16
C166,I3,11
C166,I4,15
C167,I1,16
C167,I2,15
C167,I3,20
C167,I4,14
C168,I1,15
C168,I2,12
C168,I3,20
C168,I4,17
C169,I1,11
C169,I2,11
C169,I3,11
C169,I4,11
C170,I1,16
C170,I2,11
C170,I3,15
C170,I4,12
C171,I1,18
C171,I2,10
C171,I3,19
C171,I4,18
C172,I1,18
C172,I2,15
C172,I3,20
C172,I4,11
C173,I1,16
C173,I2,15
C173,I3,20
C173,I4,16
C174,I1,10
C174,I2,14
C174,I3,19
C174,I4,14
C175,I1,15
C175,I2,11
C175,I3,19
C175,I4,18
C176,I1,13
C176,I2,12
C176,I3,20
C176,I4,17
C177,I1,13
C177,I2,11
C177,I3,15
C177,I4,18
C178,I1,15
C178,I2,11
C178,I3,14
C178,I4,19
C179,I1,13
C179,I2,16
C179,I3,18
C179,I4,19
C180,I1,19
C180,I2,20
C180,I3,20
C180,I4,18
C181,I1,10
C181,I2,19
C181,I3,20
C181,I4,14
C182,I1,10
C182,I2,12
C182,I3,14
C182,I4,14
C183,I1,15
C183,I2,15
C183,I3,10
C183,I4,12
C184,I1,12
C184,I2,19
C184,I3,20
C184,I4,16
C185,I1,11
C185,I2,12
C185,I3,20
C185,I4,10
C186,I1,11
C186,I2,18
C186,I3,13
C186,I4,16
C187,I1,16
C187,I2,17
C187,I3,15
C187,I4,12
C188,I1,15
C188,I2,14
C188,I3,15
C188,I4,19
C189,I1,19
C189,I2,11
C189,I3,10
C189,I4,12
C190,I1,12
C190,I2,19
C190,I3,10
C190,I4,20
C191,I1,11
C191,I2,14
C191,I3,17
C191,I4,20
C192,I1,16
C192,I2,17
C192,I3,19
C192,I4,17
